procurement_id,vendor_name,contract_date,economic_object_code,description_eng,contract_value,commodity_type_en,solicitation_procedure_en,owner_org_en,award_criteria_en,is_IB,PSIB,is_Tech
2BH2134911,Hypertec,2023-01-30T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),43074.19,Good,Competitive – Traditional,National Defence,Not applicable,False,None,True
79455,Arcadis Canada Inc,2023-02-07T00:00:00Z,859.0,Other Business services not Elsewhere Specified,42843.0,Service,Competitive – Open Bidding,National Defence,Not applicable,False,None,False
J3636ZA217-1,Widus Hotel & Casino Clark,2023-01-13T00:00:00Z,2329.0,Other transfer payments outside Canada to or on behalf of international organizations and foreign countries,42800.0,Service,Competitive – Open Bidding,National Defence,Not applicable,False,None,False
2107325977,Connect Air International,2023-03-14T00:00:00Z,1115.0,"Miscellaneous food, food materials and food preparations",42595.31,Service,Competitive – Open Bidding,National Defence,Not applicable,False,None,False
4502526478,nisha technologies,2023-01-09T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),42571.61,Good,Competitive – Traditional,National Defence,Not applicable,False,None,True
W04JD-4502544201,IMPERIAL OIL,2023-02-09T00:00:00Z,1124.0,Diesel fuel,42499.22,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
2107173826,AEG,2023-01-03T00:00:00Z,1123.0,Aviation fuel,42368.41,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
D6917/24/0001,Trico,2023-03-17T00:00:00Z,321.0,Printing services,42233.75,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
2BSCS12673,Softchoice Corp,2023-03-17T00:00:00Z,1285.0,Application software (including COTS) and application development and delivery software,42230.77,Good,Non-Competitive,National Defence,Not applicable,False,None,True
4502552870,HYPERTECHNOLOGIE CIARA INC,2023-02-24T00:00:00Z,1239.0,Other office equipment and Parts,42178.58,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W8482-230992/003/DMARP5,Simex Defence Inc.,2023-03-08T00:00:00Z,1249.0,Other equipment and Parts,42126.84,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502538870,FLIGHT FUELS LP,2023-01-31T00:00:00Z,1123.0,Aviation fuel,42121.05,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502546856,Ausenco Sustainability Inc,2023-02-14T00:00:00Z,645.0,Other buildings,41999.94,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
2107230511,SHELL,2023-02-08T00:00:00Z,1123.0,Aviation fuel,41982.67,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W8160-22-3244,EBSCO Canada Ltd,2023-02-17T00:00:00Z,1143.0,"Printed matter, including books, newspapers, pictures, manuscripts and forms",41925.76,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
W8486-238874/4502556611,Primex Project Management Ltd.,2023-03-14T00:00:00Z,1263.0,Road motor vehicles Parts,41923.78,Service,Competitive – Open Bidding,National Defence,Not applicable,False,None,False
W8160-22-3229,EBSCO Canada Ltd,2023-02-14T00:00:00Z,1143.0,"Printed matter, including books, newspapers, pictures, manuscripts and forms",41912.81,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
2107230528,SHELL,2023-02-07T00:00:00Z,1123.0,Aviation fuel,41896.06,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
2107191645,AEG FUELS,2023-01-25T00:00:00Z,1123.0,Aviation fuel,41782.98,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
2BH2127767,Teel Technologies Inc,2023-02-08T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),41687.31,Good,Competitive – Open Bidding,National Defence,Not applicable,False,None,True
4502530037,Windsor Salt LTD SEL Windsor LTEE,2023-01-17T00:00:00Z,1160.0,Ferrous metals,41659.59,Good,Competitive – Open Bidding,National Defence,Not applicable,False,None,False
4502534807,IDN CANADA LTD,2023-01-25T00:00:00Z,1160.0,Ferrous metals,41575.81,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
2107171977,AEG FUELS,2023-01-16T00:00:00Z,1123.0,Aviation fuel,41466.6,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W0134-4502559907,PARKLAND CORPORATION,2023-03-14T00:00:00Z,1124.0,Diesel fuel,41383.32,Good,Competitive – Traditional,National Defence,Not applicable,True,None,False
4502533124,Ador Tech Inc.,2023-01-23T00:00:00Z,1179.0,Miscellaneous manufactured articles,41370.1,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W04JD-4502556527,IMPERIAL OIL,2023-03-06T00:00:00Z,1124.0,Diesel fuel,41313.36,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W6895-4502540185,Stantec Consulting Ltd,2023-02-01T00:00:00Z,635.0,Industrial buildings,41278.13,Construction,Competitive – Traditional,National Defence,Not applicable,False,None,False
W0106 - 4502538135,NORTHERN MICRO INC.,2023-01-31T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),41127.48,Good,Competitive – Traditional,National Defence,Not applicable,False,None,True
2BH2136377,Ciara Technologies Inc,2023-02-01T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),41061.38,Good,Competitive – Traditional,National Defence,Not applicable,False,None,True
4502559847,Superior Propane,2023-03-13T00:00:00Z,1125.0,Light fuel oil,41015.9,Good,Competitive – Traditional,National Defence,Not applicable,True,None,False
4502559333,LES JEUX DE LUMIERE MAGIQUE INC,2023-03-10T00:00:00Z,1160.0,Ferrous metals,41007.0,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
2BDC34479,Northern Micro Inc.,2023-03-14T00:00:00Z,584.0,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",40933.12,Good,Non-Competitive,National Defence,Not applicable,False,None,True
2BH2133653,TELECOM COMPUTER,2023-01-18T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),40789.29,Good,Competitive – Traditional,National Defence,Not applicable,False,None,True
450256175,ADVANCED CHIPPEWA TECHNOLOGIES INC,2023-01-09T00:00:00Z,1251.0,Aircraft parts,40646.1,Good,Competitive – Traditional,National Defence,Not applicable,True,None,False
105-3CRPG-22/23,Voyager Aviation Corp,2023-02-10T00:00:00Z,561.0,Rental of aircraft,40632.87,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
2107195994,WOODWARD,2023-01-25T00:00:00Z,1123.0,Aviation fuel,40619.35,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W8482-231186/001/DMARP,Simex Defence Inc,2023-03-16T00:00:00Z,1249.0,Other equipment and Parts,40401.06,Good,Competitive – Open Bidding,National Defence,Not applicable,False,None,False
Y371200008,Belfor Proerty Restoration Inc.,2023-03-31T00:00:00Z,496.0,Services related to the remediation of contaminated sites,40250.0,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
6.28E+12,Autobus La Quebecoise,2023-01-16T00:00:00Z,540.0,Rental of motor and other vehicles,40226.34,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
7.31E+12,Autobus La Quebecoise,2023-02-14T00:00:00Z,681.0,Road motor vehicles-Military,40226.34,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
W0103 4502565401,Parkland,2023-03-28T00:00:00Z,1122.0,Gasoline,40158.78,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W8485-237291/001,Miltex Solutions Canada.,2023-03-13T00:00:00Z,1257.0,Ships and boats Parts,40081.78,Good,Competitive – Open Bidding,National Defence,Not applicable,False,None,False
W6862 - 4502545475,Don Saywell Developments Ltd,2023-02-10T00:00:00Z,646.0,Residential buildings,40013.61,Construction,Competitive – Traditional,National Defence,Not applicable,False,None,False
W6447ILCC23-0026,MANITOULIN LOGISTICS,2023-02-23T00:00:00Z,210.0,Transportation of things not elsewhere specified,40005.0,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502551911,MSC,2023-02-23T00:00:00Z,1249.0,Other equipment and Parts,40000.0,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502558763,MSC Industrial Supply,2023-03-09T00:00:00Z,1249.0,Other equipment and Parts,40000.0,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502566881,MSC Industrial Supply ULC,2023-03-31T00:00:00Z,1139.0,Miscellaneous Chemical products,40000.0,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502566882,MSC Industrial Supply ULC,2023-03-31T00:00:00Z,1249.0,Other equipment and Parts,40000.0,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502566883,MSC Industrial Supply ULC,2023-03-31T00:00:00Z,1249.0,Other equipment and Parts,40000.0,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W684Q-220178/001/PWY,Apex Steel and Gas Ltd,2023-01-25T00:00:00Z,645.0,Other buildings,40000.0,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502531493,MSC Industrial Supply ULC,2023-01-18T00:00:00Z,1249.0,Other equipment and Parts,39998.34,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W695223088,PLEIAD CANADA INC.,2023-01-27T00:00:00Z,499.0,Other professional services not elsewhere specified,39993.53,Service,Non-Competitive,National Defence,Not applicable,False,None,False
4502541141,MSC Industrial ULC,2023-02-02T00:00:00Z,1249.0,Other equipment and Parts,39988.05,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502549215,MSC Industrial Supply,2023-02-17T00:00:00Z,1249.0,Other equipment and Parts,39967.26,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W0106-4502564135,gab-industrie,2023-03-23T00:00:00Z,1179.0,Miscellaneous manufactured articles,39955.74,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502537894,MSC Industrial ULC,2023-01-30T00:00:00Z,1249.0,Other equipment and Parts,39934.24,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502533544,Salzman's Carpet & Tiles,2023-01-23T00:00:00Z,645.0,Other buildings,39934.16,Construction,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502528934,MSC Industrial Supply ULC,2023-01-13T00:00:00Z,1249.0,Other equipment and Parts,39923.64,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W0152-23-AA192,Deloitte Inc,2023-02-16T00:00:00Z,499.0,Other professional services not elsewhere specified,39917.25,Service,Non-Competitive,National Defence,Not applicable,False,None,False
4502541147,MSC Industrial ULC,2023-02-03T00:00:00Z,1249.0,Other equipment and Parts,39818.63,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502537845,Ryder Canada,2023-01-30T00:00:00Z,540.0,Rental of motor and other vehicles,39807.6,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
W1941-4502533102,GAB-INDUSPAC,2023-01-24T00:00:00Z,1179.0,Miscellaneous manufactured articles,39798.94,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W8484-230427,Valka-Mir Foundation,2023-02-27T00:00:00Z,448.0,Purchase of training packages and courses,39750.0,Service,Non-Competitive,National Defence,Not applicable,False,None,False
w1941-4502541031,gab-induspac,2023-02-03T00:00:00Z,1179.0,Miscellaneous manufactured articles,39723.31,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W3330-23-412 under EN578-191593/009/ESS,DATA CENTRE INTELLIGENCE INC,2023-01-23T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,39637.33,Service,Non-Competitive,National Defence,Not applicable,False,None,True
W0152-23-AA098,Deloitte Inc.,2023-03-03T00:00:00Z,491.0,Management consulting,39550.0,Service,Non-Competitive,National Defence,Not applicable,False,None,False
W7984-23-R011,Deloitte Inc,2023-01-23T00:00:00Z,499.0,Other professional services not elsewhere specified,39550.0,Service,Non-Competitive,National Defence,Not applicable,False,None,False
4502547441,global furniture,2023-02-15T00:00:00Z,1231.0,"Office furniture and furnishings, including parts",39364.6,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502545927,NEDCO,2023-02-13T00:00:00Z,1289.0,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",39352.27,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W04JD-4502539051,LES EMBALLAGES GAB LTEE,2023-02-01T00:00:00Z,1264.0,Other vehicles,39277.96,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502545359,Canadian Corps of Commisionaires,2023-02-10T00:00:00Z,460.0,Protection services,39136.06,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502565508,Firebird Aviation,2023-03-29T00:00:00Z,499.0,Other professional services not elsewhere specified,39100.0,Service,Non-Competitive,National Defence,Not applicable,False,None,False
W355B - 4502550884,MILL SUPPLY LTD,2023-02-22T00:00:00Z,1212.0,Tools and implements,39003.02,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W7702-4502563075,New Elm Hutterain Brethren,2023-03-22T00:00:00Z,1111.0,"Live animals, including their fodder",39000.0,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W7714-4502556483,CARLETON UNIVERSITY,2023-03-06T00:00:00Z,423.0,Engineering consultants-Other,39000.0,Service,Non-Competitive,National Defence,Not applicable,False,None,False
W695223099,Carasoft Technology Corp.,2023-03-03T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,38983.1,Service,Non-Competitive,National Defence,Not applicable,False,None,True
K000024013,Instant Connect,2023-03-21T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,38791.56,Good,Non-Competitive,National Defence,Not applicable,False,None,True
W3330-23-545,StormWind LLC,2023-03-16T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,38701.46,Good,Non-Competitive,National Defence,Not applicable,False,None,True
K000023237 – 2BDC21944,Laurentian Technologies Inc.,2023-02-06T00:00:00Z,420.0,Engineering services not elsewhere specified,38655.04,Good,Competitive – Open Bidding,National Defence,Not applicable,True,None,False
W3934-22-C479,Auvents et Abris Portneuf,2023-03-24T00:00:00Z,1159.0,"Miscellaneous textiles, headgear, umbrellas, etc.",38643.1,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502540272,TENAQUIP LIMITEE,2023-03-28T00:00:00Z,1160.0,Ferrous metals,38517.57,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W04JD-4502544212,LARRY PENNER ENTERPRISES INC.,2023-02-09T00:00:00Z,1122.0,Gasoline,38398.56,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W2037-23-0184,IVAN'S AV,2023-01-23T00:00:00Z,332.0,Audio-visual services,38233.36,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502557308,COPCAN CIVIL LIMITED PARTNERSHIP,2023-03-07T00:00:00Z,645.0,Other buildings,38232.63,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
2107191548,AEG,2023-01-14T00:00:00Z,1123.0,Aviation fuel,38229.25,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W0152-23-AA108,JR Language Translation Services Inc.,2023-01-13T00:00:00Z,445.0,Tuition fees for courses where employees take training on their own time,38132.98,Service,Non-Competitive,National Defence,Not applicable,False,None,False
W8486-4502533735,Michelin North America (Canada) Inc.,2023-01-26T00:00:00Z,1267.0,"Miscellaneous vehicles Parts, Including Tires and Tubes",38041.28,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
2107179522,AEG,2023-01-04T00:00:00Z,1123.0,Aviation fuel,38004.41,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W8482-230764/001/DMARP,OMNITECH ELECTRONICS INC,2023-01-10T00:00:00Z,1249.0,Other equipment and Parts,37986.8,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W0152-23-AA,Performance Peak 2 Inc.,2023-01-17T00:00:00Z,499.0,Other professional services not elsewhere specified,37968.0,Service,Non-Competitive,National Defence,Not applicable,False,None,False
4502535317,Ecos Systems,2023-01-23T00:00:00Z,1285.0,Application software (including COTS) and application development and delivery software,37961.06,Good,Non-Competitive,National Defence,Not applicable,False,None,True
4502561768,3272447 Nova Scotia Ltd.,2023-03-17T00:00:00Z,701.0,Electricity,37950.0,Service,Non-Competitive,National Defence,Not applicable,False,None,False
W3934-23-A032,Camp Massawippi,2023-03-17T00:00:00Z,892.0,Recreational services,37835.0,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
W0152-23-AA182-S4301999,Protak Consulting Group Inc,2023-01-20T00:00:00Z,813.0,Temporary help services,37713.75,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
2107213930,SHELL,2023-02-04T00:00:00Z,1123.0,Aviation fuel,37694.08,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W8482-4502552712,Indal Technologies Inc.,2023-02-27T00:00:00Z,1179.0,Miscellaneous manufactured articles,37693.92,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502541276,MSC Industrial Supply,2023-02-02T00:00:00Z,1249.0,Other equipment and Parts,37684.65,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502540508,Brendar Enviromental Inc,2023-02-02T00:00:00Z,705.0,Waste disposal,37668.55,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
W167730244,Shipping Consultants Associated (SCA),2023-01-23T00:00:00Z,859.0,Other Business services not Elsewhere Specified,37585.55,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502556703,GLOBAL MECHANICAL,2023-03-07T00:00:00Z,630.0,Office buildings,37529.1,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W6895-4502544398,Nails Enterprises (2007) Inc.,2023-02-09T00:00:00Z,645.0,Other buildings,37516.5,Construction,Competitive – Traditional,National Defence,Not applicable,False,None,False
W2604-23-JP06,Adecco Employment Services Limited,2023-02-07T00:00:00Z,813.0,Temporary help services,37461.6,Service,Non-Competitive,National Defence,Not applicable,False,None,False
W689C-4502546971,CITY OF LETHBRIDGE,2023-02-14T00:00:00Z,501.0,Rental of land,37447.33,Service,Competitive – Open Bidding,National Defence,Not applicable,False,None,False
2107207118,AEG FUELS,2023-02-02T00:00:00Z,1123.0,Aviation fuel,37411.62,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
2BS-2-133377,ZOOM VIDEO COMMUNICATIONS INC.,2023-03-14T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,37368.99,Good,Non-Competitive,National Defence,Not applicable,False,None,True
4502545129,Grainger,2023-03-21T00:00:00Z,1132.0,Pharmaceutical and other medicinal products,37358.48,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W0106 - 4502551556,TANKATEK,2023-02-23T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),37194.41,Good,Competitive – Traditional,National Defence,Not applicable,True,None,True
W0106 - 4502551568,TANKATEK,2023-02-23T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),37194.41,Good,Competitive – Traditional,National Defence,Not applicable,True,None,True
W0117-230042,Deloitte Inc.,2023-03-07T00:00:00Z,460.0,Protection services,37168.14,Service,Non-Competitive,National Defence,Not applicable,False,None,False
3664163/3,Woodward COnstruction Ltd,2023-01-31T00:00:00Z,646.0,Residential buildings,37006.61,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502557465,PROFESSIONAL FLOORING,2023-03-07T00:00:00Z,646.0,Residential buildings,36759.44,Construction,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502558885,Rightway Sanitation,2023-03-09T00:00:00Z,1249.0,Other equipment and Parts,36750.0,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502551623,Skelton Truck Lines Ltd,2023-02-23T00:00:00Z,540.0,Rental of motor and other vehicles,36737.39,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502547370,ROBINSON BROTHERS,2023-02-15T00:00:00Z,1172.0,Office and stationers supplies,36735.69,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
SSC 91044,XEROX,2023-03-20T00:00:00Z,533.0,"Rental of machinery, office furniture and fixtures and other equipment",36564.47,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
4W0103 4502556351,Parkland Corporation,2023-03-03T00:00:00Z,1122.0,Gasoline,36471.76,Good,Competitive – Traditional,National Defence,Not applicable,True,None,False
4502559614,Brendar Environmental,2023-03-13T00:00:00Z,705.0,Waste disposal,36459.45,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
2107370599,AIR NORTH PARTNERSHIP,2023-02-12T00:00:00Z,1123.0,Aviation fuel,36414.66,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W2037-23-0182,GOENGINEER,2023-02-22T00:00:00Z,859.0,Other Business services not Elsewhere Specified,36302.0,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
W0103 4502526587,Parkland Corporation,2023-01-09T00:00:00Z,1122.0,Gasoline,36136.64,Good,Competitive – Traditional,National Defence,Not applicable,True,None,False
24-015,GRAYBRIDGE INTERNATIONAL CONSULTING INC,2023-03-13T00:00:00Z,444.0,Teachers and instructors on contract,36111.64,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
2BH2134983,Purespirit,2023-01-18T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),36001.8,Good,Competitive – Traditional,National Defence,Not applicable,False,None,True
4502549301,Spectra Power Sports Ltd.,2023-02-17T00:00:00Z,1263.0,Road motor vehicles Parts,35819.57,Service,Non-Competitive,National Defence,Not applicable,True,None,False
W1568-4502534997,Ador Tech Inc,2023-01-23T00:00:00Z,1212.0,Tools and implements,35689.5,Good,Competitive – Open Bidding,National Defence,Not applicable,False,None,False
W8482-230617/006/DMarP5,GTA COMPRESSOR SOLUTIONS INC.,2023-01-13T00:00:00Z,1263.0,Road motor vehicles Parts,35679.07,Good,Competitive – Open Bidding,National Defence,Not applicable,False,None,False
W6952 23 089,Forrester Research Limited,2023-01-09T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,35535.0,Service,Competitive – Traditional,National Defence,Not applicable,False,None,True
K000023057,PURELOGIC IT SOLUTIONS INC.,2023-01-27T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,35515.9,Good,Non-Competitive,National Defence,Not applicable,False,None,True
W2037-23-0185,IVAN'S AV,2023-01-23T00:00:00Z,332.0,Audio-visual services,35508.7,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W2604-23-JP07,"DBA ManpowerGroup, Manpower, Experis, ManPowerGrou",2023-02-07T00:00:00Z,813.0,Temporary help services,35500.8,Service,Non-Competitive,National Defence,Not applicable,False,None,False
W6862 - 4502566143,Canadian Corps of Commissionaires Victoria The Islands and Yukon Division,2023-03-29T00:00:00Z,460.0,Protection services,35490.0,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502538721,TOITURES QUATRES SAISONS,2023-01-31T00:00:00Z,635.0,Industrial buildings,35456.44,Construction,Competitive – Traditional,National Defence,Not applicable,False,None,False
W6570-23016,ICA Associates,2023-03-21T00:00:00Z,447.0,Tuition fees and costs of attending courses including seminars not elsewhere specified,35425.5,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
W6862 - 4502561521,Dayley Site Maintenance Ltd,2023-03-16T00:00:00Z,709.0,Other Utility services,35337.33,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
W6895-4502339433,MPS Metis Tree Removal Joint Venture,2023-02-10T00:00:00Z,859.0,Other Business services not Elsewhere Specified,35247.35,Construction,Competitive – Open Bidding,National Defence,Not applicable,True,None,False
78802KN,Onico Inc,2023-03-23T00:00:00Z,422.0,Engineering consultants-Construction,35184.0,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
W307B-23-J005,Shipping Consultants Associated Ltd,2023-01-19T00:00:00Z,859.0,Other Business services not Elsewhere Specified,35161.89,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502556638,Snap-On,2023-03-06T00:00:00Z,1212.0,Tools and implements,35072.33,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W0106-4502554824,Penskee Truck Leasing,2023-03-01T00:00:00Z,540.0,Rental of motor and other vehicles,35068.46,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
2107230506,SHELL,2023-02-06T00:00:00Z,1123.0,Aviation fuel,34967.61,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
W7701-237776/001/QCL,ANSYS CANADA LTD,2023-03-01T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,34819.8,Good,Non-Competitive,National Defence,Not applicable,False,None,True
4502529095,Farmer Construction,2023-01-13T00:00:00Z,645.0,Other buildings,34650.0,Construction,Competitive – Traditional,National Defence,Not applicable,False,None,False
W6895-4502558226,Bandit Fire Protection,2023-03-01T00:00:00Z,645.0,Other buildings,34615.29,Construction,Competitive – Traditional,National Defence,Not applicable,False,None,False
W0125-4502525390,Canadian Hospitality Manufacturing,2023-01-04T00:00:00Z,1173.0,"House furnishing, excluding furniture",34489.86,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
2BH2134071-ITPRO87828,Stoneworkds Technologies Inc.,2023-01-10T00:00:00Z,1289.0,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",34423.52,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502562543,"SANTA BARBARA INFRARED, INC.",2023-03-21T00:00:00Z,665.0,Other equipment,34305.25,Good,Non-Competitive,National Defence,Not applicable,False,None,False
2BH2127621,ITEXPRESS Direct Inc,2023-01-12T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),34239.0,Service,Competitive – Open Bidding,National Defence,Not applicable,False,None,True
4502563215,Gartner Canada Co,2023-03-21T00:00:00Z,491.0,Management consulting,34191.91,Service,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502554804,Windsor Salt LTD,2023-03-01T00:00:00Z,1160.0,Ferrous metals,34187.79,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
K000023854,ECLIPSYS SOLUTIONS INC.,2023-02-17T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,34160.6,Good,Non-Competitive,National Defence,Not applicable,False,None,True
W6888-4502540574,Next Supply,2023-02-02T00:00:00Z,1241.0,"Plumbing equipment and fittings, including parts",34130.26,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502537133,Maritime Fuels,2023-01-31T00:00:00Z,1122.0,Gasoline,34114.19,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
4502541304,Don Saywell Developments Ltd,2023-02-04T00:00:00Z,634.0,Commercial buildings,34052.03,Construction,Competitive – Traditional,National Defence,Not applicable,False,None,False
2107160972,AEG FUELS,2023-01-10T00:00:00Z,1123.0,Aviation fuel,33997.76,Good,Competitive – Traditional,National Defence,Not applicable,False,None,False
K000024046,Itex Inc.,2023-03-13T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),33924.2,Service,Non-Competitive,National Defence,Not applicable,False,None,True
4502545267,Parkland Corporation,2023-02-10T00:00:00Z,1124.0,Diesel fuel,33909.77,Good,Competitive – Traditional,National Defence,Not applicable,True,None,False
4502565388,DEXTERRA,2023-03-28T00:00:00Z,811.0,Contracted building cleaning,33900.0,Service,Competitive – Traditional,National Defence,Not applicable,True,None,False
