Company ID,Company Code,Approval Date,Company Operating Name,Company Legal Name,Email,Phone Number,Fax Number,URL,City,Province,Address 1,Address 2,Postal Code,Company Description,Value of Contracts,Profile Link,Primary Industry NAICS Code,Alternate NAICS Codes,GSIN Codes
15D494DEC517BF95E0633597D48E6B64,FB18F78FN994,2024-04-12,FNC Infrastructure Inc.,FNC Infrastructure Inc.,swifteagleinc@gmail.com,506 688 3224,,https://www.fncinfrastructure.ca,Kitigan Zibi Maniwaki,Quebec,51 KAGAGI NAKWEMO MIKAN,,J9E 3B1,Surplus land development structural steel electrical engineering mechanical infrastructure demolition site preparation remediation labour security module manufacturing landscaping construction supplies  ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=15D494DEC517BF95E0633597D48E6B64, - ,,
3476199E5154804598ACA0292D67222E,FB36AGAAPJHW,2024-07-18,FNMPC Advisory Centre,FNMPC Advisory Centre,info@fnmpcadvisory.com,604-418-3741,,https://www.fnmpcadvisory.com/,West Vancouver,British Columbia,100 Park Royal South,suite 612,V7T 1A2,The FNMPC Advisory Centre is an Indigenous community owned business providing strategic advisory services and advice to the public and private sectors on matters such as the inclusion of Indigenous interests in ESG frameworks and standard setting ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=3476199E5154804598ACA0292D67222E, - ,541611 - Administrative Management and General Management Consulting Services | 541619 - Other Management Consulting Services | 523930 - Investment Advice | 541620 - Environmental Consulting Services | ,R019P - Threat and Risk Assessment Services | R019R - Professional Services / Financial Analysis | R019S - Professional Services / Leasing Services (Office  Common Use  and Commercial Letting Services) | R019U - Professional Services / Program Research Analysis | R019UA - Professional Services / Assets Value Assessments | L099J - Financial Advisory/Investment Banking Services | B101A - Environmental Impact Studies | B101B - Environmental Studies - Construction Sites | B506D - Economic Studies / Modelling and Analysis | 
B0B39A3063F3E744AC27C25A90F6948E,9B4G99R1JAD7,2024-01-18,FNPI,First Nations Procurement Incorporated,info@fnprocure.ca,7058697937,,https://www.fnprocure.ca/,Sagamok Anishnawbek,Ontario,PO Box 2454,,P0P2L0,First Nation Procurement Incorporated FNPI is a manufacturer of PPE and wholesaler good and services First Nation Procurement Incorporated is 100 owned and operated by Indigenous people Our long-term goal is to become the preferred partner ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=B0B39A3063F3E744AC27C25A90F6948E, - ,315990 - Clothing Accessories and Other Clothing Manufacturing | ,N5410 - Prefabricated and Portable Buildings | 
4339CFBCD0052F459C5ABA34533A0420,9AYKAHDUKU8Z,,FNPI/Dent-X Canada,FNPI/Dent-X Canada,matthew@fnprocure.ca,7058659977,,http://www.fnprocure.ca,Massey,Ontario,610 Sagamok Road  Unit 8  Sagamok Anishnawbek First Nation,PO Box 364,P0P1P0,Indigenous Manufacturer of Medical 3 ply Level II and Level III Disposable Face Masks Available in Adult and Children Sizes pink and blue Indigenous Manufacturer of the First Nations FN-N95-2020H respirator,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=4339CFBCD0052F459C5ABA34533A0420,339110 - Medical Equipment and Supplies Manufacturing,,G009E - Medical/Dental Clinic Services | N8415XE - CLOTHING  SAFETY  FORESTRY | 
4085605053B1CE4CA7B499FDC68B3B57,3AYKAHGMVJR8,,Focus Careers Ltd.,Focus Careers Ltd.,rj@focuscareers.ca,6043366633,,https://www.focus.careers,Vancouver,British Columbia,375 - 425 Carrall Street,,V6B6E3,Focus Careers overs two different and related services First we manage the co-op programs for colleges and universities across Canada We source paid co-op placements for them we prep students for placements coordinate with host companies ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=4085605053B1CE4CA7B499FDC68B3B57, - ,611710 - Educational Support Services | ,B504A - Educational Studies | U099AA - Educational Services - Business Training | U099C - Educational Services  N.E.S. | 
561112BA7918554FB400A7C53C8F5913,9AYKAHA4R84D,,FoodZen,FoodZen,info@foodzen.ca,226-773-3663,,https://foodzen.ca,Kitchener,Ontario,528 Netherwood Cres,,N2P0B6,FoodZen is an in-home Personal Private Chef meal service serving Kitchener Waterloo and surrounding areas Our meal service plans and private dinners are customized to your tastes diet and allergy needs,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=561112BA7918554FB400A7C53C8F5913, - ,,
97E049E35F7F5173E0531B96D48E86D3,CAZGN7ZEZX30,,Forest Communications,Forest Communications Inc.,creative@forestcom.com,613-270-8602,,http://www.forestcom.com,Kanata,Ontario,1000 Innovation Dr. Suite 500,,K2K 3E7,We welcome this opportunity to introduce you to Ottawas newest communications and advertising agency Forest Communications Inc was founded in December of 2000 by an experienced and innovative team with a fresh energy and an exciting visionOur ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E35F7F5173E0531B96D48E86D3,541810 - Advertising Agencies,512110 - Motion Picture and Video Production | 541430 - Graphic Design Services | 541510 - Computer Systems Design and Related Services | ,N7050 - ADP Components | R109D - Translation Services | D399A - Miscellaneous Communications Services | N7045 - Computer Supplies | N5835 - Sound Recording and Reproducing Equipment | D302A - Informatics Professional Services | N7030 - ADP Software | N5836 - Video Recording and Reproduction Equipment | T000H - Communication Writing and Editing Services | T003A - Advertising | T014A - Publications | T099A - Publishing  Co-Publishing and Support Services - Paper and Electronic Format | N7021 - ADP Central Processing Unit (CPU  Computer) Digital | T000G - Communication Support Products | T005A - Graphic Design Services - including website | T009B - Motion Picture Production | T018C - Audio and Video | 
9E0EE74B8BBC494FAA256B93F12A32C7,3B3DYDV1SVTU,2023-12-19,Forest Forward Incorporated,Forest Forward Incorporated,cwhubbar@lakeheadu.ca,8077082679,,https://www.forestforwardinc.ca/,Gorham,Ontario,4042 Dog Lake Road,,P7G 0C7,The company will be flexible in producing a wide range of glulam products The equipment is flexible for producing narrow wide cambered curved or stepped beams columns and one-way slabs The maximum dimensions of the material produced ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=9E0EE74B8BBC494FAA256B93F12A32C7,321215 - Structural Wood Product Manufacturing,,
463851AA6B5A1A4DBD615BC7AFA48BC4,1AYKAHF845JN,,Foresterie Nutshimitsh Inc.,Foresterie Nutshimitsh Inc.,jeanreneblacksmith@gmail.com,4185400098,,,Mashteuiatsh,Quebec,2005 rue Ouiatchouan,,G0W2H0,Dboisement et excavation,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=463851AA6B5A1A4DBD615BC7AFA48BC4, - ,,
1300138F1F1F9EA7E0633597D48E283C,3AYKAHMB4NQP,2024-03-06,Fortitude North Ltd.,Fortitude North Ltd.,admin@fortitudenorth.com,4372212452,,https://fortitudenorth.com,Toronto,Ontario,1 King Street West,Suite 4800-331,M5H1A1,Fortitude North is a technology  communications consultancy in Toronto We specialize in IT solutions application management and communications technology,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=1300138F1F1F9EA7E0633597D48E283C, - ,,
278142F4FD1F2E4796549B0DFFA628C4,0B01ERK58UG3,2023-05-25,Fortress Ironworks inc,Fortress Ironworks inc,fortressironworks@gmail.com,6045321825,,https://fortressironworks.wixsite.com/fortress-ironworks,Langley,British Columbia,4324 198th street,,v3a1e4,Supplier of structual  ornamental and miscellaneoius steel,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=278142F4FD1F2E4796549B0DFFA628C4,332319 - Other Plate Work and Fabricated Structural Product Manufacturing,332329 - Other Ornamental and Architectural Metal Product Manufacturing | ,5155C - Structural Steel Work | 
731A7082E38F9846839ABE7AECC7D35E,0AYKAHGZ208C,,Forward Focus Consulting Group Inc.,Forward Focus Consulting Group Inc.,jbduguay79@gmail.com,(403) 542-3778,,,Ponoka,Alberta,P.O Box 29 Site 2 RR5 STN Main,,T4J 0B3,Forward Focus Consulting Group Inc specializes in Indigenous engagement and consulting services in the resource development sector  The company also specializes in the creation of business development opportunities between Indigenous communities ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=731A7082E38F9846839ABE7AECC7D35E,213118 - Services to Oil and Gas Extraction,,R115A - Materiel Management | 
F66ACBED72224BB3E0533597D48EABE2,9AYKAHBD2GP1,,Forward Mining LP,Forward Mining LP,info@forwardmining.ca,867-874-3243,867-874-6558,https://forwardmining.ca/,Yellowknife,Northwest Territories,125 Eagle Drive,,X1A0G8,FORWARD Mining provides Construction Services for the Mining Sector We are ready to support each phase of the mine life-cycle We areMajority owned by NWT Aboriginals Specialists in Remote Projects  A one-stop Shop for any type of ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=F66ACBED72224BB3E0533597D48EABE2,236210 - Industrial Building and Structure Construction,,5179I - Other Building Completion and Finishing | 5179F - Building/Installation Special Trade Services  Not Elsewhere Specified | 5139A - Construction Services  Not Elsewhere Specified | 
A6492F42963F7746AE7E080AEB2D6B83,0AYKAH9SU0ZB,,For4ged Candle Co.,For4ged Candle Company,for4ged@gmail.com,4165684763,,https://www.for4gedcandleco.ca,Brantford,Ontario,304 Darling Street,,N3S 3X8,For4ged Candle Company is a small batch candlemaker Each one of our custom blended 100 soy wax candles are infused with traditional Haudenosaunee medicines lovingly hand poured and carefully garnished with local responsibly foraged and ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=A6492F42963F7746AE7E080AEB2D6B83,454111 - Internet Shopping,,N9999 - Miscellaneous Items | 
FF431FBAAF1AA645B38756C20F6FBBFE,FB68UCPY3FGV,2024-04-24,Four Daughters Staffing,Colin Pennier,colinpennier@fourdaughtersstaffing.ca,(604)793-8759,,https://www.fourdaughtersstaffing.ca,Lake Errock,British Columbia,114 Scowlitz Access Rd,,V0M1N0,Indigenous staffing and recruiting for your companyFinding the right employee is not only about the qualifications  It requires finding the right employee to fit into your organizational culture  My experience working in all sectors of Indigenous ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=FF431FBAAF1AA645B38756C20F6FBBFE, - ,541612 - Human Resources Consulting Services | ,R201H - Executive Search Services | R201D - Services of Individuals - Except Consultants | R201DB - Services of Individuals - Management | R201DD - Services of Individuals - Environment | 
70F3E93870D10F47B69A706C0888273E,4B20MVVDNPYU,2023-09-15,Four Directions Solutions,ALLAN CLARKE & ASSOCIATES INC./ THE HALIFAX COMPUTER CONSULTING GROUP INC./ IN JOINT VENTURE,allanclarkeassociates@gmail.com,6132303337,,,Ottawa,Ontario,190 O'Connor Street  Suite 400,,K2P 2R3,Provide professional services in response to Task-based Informatics Professional Services Task and Solutions Professional Services Temporary Help Services and ProServices Supply Arrangements,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=70F3E93870D10F47B69A706C0888273E,541990 - All Other Professional  Scientific and Technical Services,,R019AB - Professional Services / Program Advisory Services | 
97E049E365895173E0531B96D48E86D3,FB1AXT717NB9,,Four Winds & Associates,Four Winds & Associates Inc.,admin@fourwinds.ca,,,http://www.fourwinds.ca,Edmonton,Alberta,P.O. Box 63014,8882 170 street,T5T5X1,Four Winds  Associates is an Aboriginal owned and operated company working extensively with Aboriginal Communities Organizations Government and Industry in the areas of Aboriginal Awareness Community Development Strategic Planning Capacity ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E365895173E0531B96D48E86D3,541611 - Administrative Management and General Management Consulting Services,541690 - Other Scientific and Technical Consulting Services | ,F010B - Forestry Services  Not Elsewhere Specified | N7030 - ADP Software | R123A - Organization Development | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | 
98866FC0B2011D41960DCB1281BCF10C,2B4X5E8T163Z,2024-02-15,FourthRidge Inc.,FourthRidge Inc.,robertwpower@gmail.com,9022409723,,,Halifax,Nova Scotia,14 Four Mile Lane,,B3M0E2,Technology Services firm offering-- Digital Strategy Advisory -- Technology Strategy  Governance-- Complex Technical Program Delivery-- Staff Augmentation for key IT roles,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=98866FC0B2011D41960DCB1281BCF10C, - ,541611 - Administrative Management and General Management Consulting Services | ,R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | D302AAI - Informatics  Professional and Consulting Services - Network Planning  Design  Implementation  Management  Etc. | D302AAR - Informatics Professional and Consulting Services  Systems Management  Project Management  EDP Management Consulting | R019F - Consulting Services | D302AAH - Informatics Professional and Consulting Services - Maintenance Operations  Support | D302AAP - Informatics Professional and Consulting Services  Software Development and Implementation | R019BF - Human Resource Services  Business Consulting/Change Management; Project Management Services | B208BB - Consulting Services - Energy Conservation Systems | D302AAJ - Informatics Professional and Consulting Services  Requirements  Analysis  Feasibility Studies | D309BB - Consulting Services Office Communications Systems-Systems | 
5AFB6D4A051BB8428015028C7D216B7F,CAYKAHCFVUYX,,Fox Fraser LLP,Fox Fraser LLP,assistant@foxfraserlaw.com,4039105392,4034077795,https://www.foxfraserlaw.com,Redwood Meadows,Alberta,79 Redwood Meadows Drive,,T3Z1A3,At Fox Fraser LLP we strive to provide exceptional legal services to our Indigenous clients with the highest standards of ethics integrity and respect for our clients their communities and their legal traditions We focus our practice on ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=5AFB6D4A051BB8428015028C7D216B7F, - ,541110 - Offices of Lawyers | ,R019U - Professional Services / Program Research Analysis | 
97E049E361D65173E0531B96D48E86D3,3AYKAH6V4HF0,,FoxWise Technologies Inc.,FoxWise Technologies Inc.,solutions@foxwise.ca,(343)291-1189,,http://www.foxwise.ca,Kanata,Ontario,2500 Solandt Road  Entrance B  Suite 220,,K2K3G5,FoxWise Technologies Inc headquartered in Ottawa was founded in 2000 and today has established itself as one of Canadas leading Aboriginal IT companies FoxWise is a reseller of computer systems and enterprise IT equipment as well as an ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361D65173E0531B96D48E86D3,541510 - Computer Systems Design and Related Services,417310 - Computer  Computer Peripheral and Pre-Packaged Software Wholesaler-Distributors | 443120 - Computer and Software Stores | ,D304A - Data Transmission Service | R019E - Business Services | R019U - Professional Services / Program Research Analysis | D302A - Informatics Professional Services | D317B - Information Retrieval Services  Database | T000H - Communication Writing and Editing Services | D316B - Telecommunications Network Services | T005A - Graphic Design Services - including website | 
23714BD4B309A24CBD39096840E876A8,DB4FN11GXF8Q,2024-01-18,FP Creative Soloutions,Finian Paibomesai Creative Solutions,finpai@bellnet.ca,613 258 3870,,Http://finianpaibomesai.ca,Kemptville,Ontario,1103 Whitney Road,,K0G1J0,Sign Decal Graphic Design and PrintingEstablished in 1998 100 First Nation OwnedFP Creative Solutions is a sign and decal business operating providing services to following sectors for Individuals All Businesses Agricultural Construction ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=23714BD4B309A24CBD39096840E876A8, - ,,T002AJ - Graphic Design and Exhibit Design | T002AJA - Graphic Design Services | T014N1 - Graphic Design and Production | 
27FD47826B69E54C9BEC5AB34CBA6D29,7AYKAHFK9CT1,,France Venne & Associates,FRANCEVENNEASSOCIATES,francevenneassociates@gmail.com,343-777-7594,,,Kemptville,Ontario,2209 river rd,,K0G 1J0,I am the sole member of this company currently This is a new venture I have a masters in nursing and am a registered nurse in Ontario I intend to apply for government contracts in the public health department and provide my services and expertise ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=27FD47826B69E54C9BEC5AB34CBA6D29, - ,,
CE936BC90BA4D24E9E29C7FB092692B1,BAYKAHNN4ZTY,,Frances Stone Counsellor,Frances Stone Counsellor,francesstone.counsellor@gmail.com,6046178161,6046178161,https://www francesstonecounsellor.com,New Westminster,British Columbia,401,726 5th Avenue,V3M 1X7,Frances Stone Counsellor provides one-to-one group workshops services and programs to inform educate and empower people seeking holistic recovery from addiction,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=CE936BC90BA4D24E9E29C7FB092692B1, - ,,
8F4C35837915974AA3D1D7EA8243481D,6AYKAHDH35UW,,FRANÇOIS GUINDON  ARCHÉOLOGUE CONSULTANT,FRANÇOIS GUINDON  ARCHÉOLOGUE CONSULTANT,info@archeoconsultant.ca,4184097455,,https://archeoconsultant.ca/english,Baie-Comeau,Quebec,21 AVENUE DOLBEAU,PORTE A,G4Z1Y1,I have been a professional archaeologist for 20 years and specialize in Aboriginal heritage I also provide general consulting services for all types of archaeological projects in Quebec and Labrador I earned a masters MSc degree from ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=8F4C35837915974AA3D1D7EA8243481D,541690 - Other Scientific and Technical Consulting Services,,B101A - Environmental Impact Studies | 
47015B570BB7204784FEC3683CA4C39A,7AYKAHGUD0GG,,Franstock Georesources Inc,Franstock Georesources Inc,fdahainstock@gmail.com,3062912029,,,Arborfield,Saskatchewan,Box 118,Box 118,S0E0A0,Geological Contracting in resource industry which include mining oil  gas industry,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=47015B570BB7204784FEC3683CA4C39A, - ,,
5C62E1642658844CBC61C7E3DC0AAC59,7AYKAHGBXQ55,,Freedom Embroidery,Freedom Embroidery,freedomembroidery@hotmail.com,2042811701,,,Mafeking,Manitoba,442 442 4th St west,442 442 4th St west,R0L1B0,Embroidery custom apparel promo items Main focus on Indigenous community and youth Female Indigenous owned,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=5C62E1642658844CBC61C7E3DC0AAC59, - ,315990 - Clothing Accessories and Other Clothing Manufacturing | ,N8415 - Clothing  Special Purpose | 
DFC54A70EDA83648908E881362A99777,5AYKAHFVEK0N,,Fresh & Easy,Sarah Tabele,fresheasysudbury@outlook.com,7058228946,,https://Fresheasysudbury.ca,Sudbury,Ontario,154 Secord Rd,,P3e 4n1,Preparing and delivering freshly prepared meals to the community,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=DFC54A70EDA83648908E881362A99777,722320 - Caterers,,K102B - Food Catering Services | 
97E049E35FA75173E0531B96D48E86D3,BB0XZCY6JSCQ,,Fresh Art & Design Inc.,Fresh Art & Design Inc.,info@freshartdesign.com,416-363-7017,,http://www.freshartdesign.com,Toronto,Ontario,1 Macklem Ave,,M6J3M1,Award-winning Indigenous owned graphic design firm specializing in brandingidentity publicationmagazine design and redesign annual reports web designFresh Art  Design Inc is an award-winning Indigenous owned communications and design ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E35FA75173E0531B96D48E86D3,541430 - Graphic Design Services,512110 - Motion Picture and Video Production | 512190 - Post-Production and Other Motion Picture and Video Industries | 541510 - Computer Systems Design and Related Services | 541810 - Advertising Agencies | 541920 - Photographic Services | 561410 - Document Preparation Services | 323115 - Digital Printing | 323119 - Other Printing | ,T000H - Communication Writing and Editing Services | T003A - Advertising | T014A - Publications | T099A - Publishing  Co-Publishing and Support Services - Paper and Electronic Format | T005A - Graphic Design Services - including website | 
4565BF5AC43139408CF82E3E31DA9643,DAYKAHNNTQZF,,Freshwater Products and Services,Christopher Holway,freshwaterproductsandservices@outlook.com,8676895076,,,Whitehorse,Yukon,92297 Alaska Highway,,y1a4k9,Freshwater Products and services is a full-service water delivery business providing potable water to residential and commercial customers in Whitehorse Yukon and the surrounding areas We will provide high-quality drinking water at competitive ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=4565BF5AC43139408CF82E3E31DA9643, - ,484221 - Bulk Liquids Trucking  Local | ,V001B - Trucking | 
9E1A2D151DBE7F4091EA4786659468CE,8AYKAHDEKEFE,,Frog clan painting group,Frog clan painting group,stephantimbrellt@gmail.com,6047884572,,,Maple Ridge,British Columbia,12068 209 street,,V2X 8H3,My company offers painting the interior and exterior of residential and commercial buildings,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=9E1A2D151DBE7F4091EA4786659468CE, - ,23 - Construction | ,5139A - Construction Services  Not Elsewhere Specified | 
1C0374A4DB98D542BC78C00B4B7D6D62,7AYKAHKA9BFW,,Fromme Engineering Ltd.,Fromme Engineering Ltd.,office@frommeltd.ca,6048158869,,http://frommeltd.ca/,North Vancouver,British Columbia,Suite 206 - 980 West 1st Street,,V7P3N4,Fromme Engineering Ltd employs skilled and experienced structural engineers and designers working together to produce high-quality structural plans and consulting services to both individuals and larger organizationsWe take pride in our work ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=1C0374A4DB98D542BC78C00B4B7D6D62,541330 - Engineering Services,,C119F - Engineering Services - Buildings | C219A - Engineering Services | 
97E049E364305173E0531B96D48E86D3,EAYKAHB7W23F,,Frontier Innovations Ltd.,Frontier Innovations Ltd.,todd.mcbride@frontierinnovations.ca,403-816-7285,,http://www.frontierinnovations.ca,Chestermere,Alberta,832 East Chestermere Dr.,,T1X1A7,Frontier Innovations is a small engineering and innovation development company involved in energy projects with particular interest and experience in novel pipeline projects in frontier areas Frontiers areas of interest are niche renewable ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E364305173E0531B96D48E86D3,541330 - Engineering Services,541619 - Other Management Consulting Services | 541690 - Other Scientific and Technical Consulting Services | ,R019U - Professional Services / Program Research Analysis | E199D - Environmental Services | 
8DAFAA2FDDF77F49B9E9F5F96EEE1F8F,FB0J1HFQ7TTR,2023-07-06,Frontline Industries LTD,Frontline Industries LTD,dylanthomas@frontlineindustriesltd.com,2509608221,,https://www.frontlineindustriesltd.com,Prince George,British Columbia,P.O. box 1372,,V2L4V4,FRONTLINE Industries ltd is an indigenously owned and operated  business based out of Prince George BC   Embracing diversity FRONTLINE is proud to represent our first nations ancestry with the Metlakatla band  FRONTLINE is a full service ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=8DAFAA2FDDF77F49B9E9F5F96EEE1F8F, - ,,
93C4246B959A2446A36D769A777460F5,DB7EGFS9C44Y,2024-06-26,FRP Productivity Inc.,FRP Productivity Inc.,roland@frpproductivity.com,780-983-1799,,https://www.frpproductivity.com,Edmonton,Alberta,18057 107 Av,,T5S 1K3,Manufacture of pre-cut backing systems for steel studsBacking that is used in buildings such as hi-rise residential hospitals schools retail warehouse offices,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=93C4246B959A2446A36D769A777460F5, - ,,
DCD7526F511B9E499B5EB77394672004,2B3BJNV0FCC2,2024-05-02,FS Industrial Ltd.,FS Industrial Ltd.,jarrid@fsiltd.ca,2502790075,,,Kitimat,British Columbia,6 Morgan,,v8c1j3,FSI is a full service-ICI civil construction company that supports projects across Canada Need dirt moved or concrete poured we have you covered need a building constructed no problem We have a very diverse management team that can accommodate ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=DCD7526F511B9E499B5EB77394672004, - ,236210 - Industrial Building and Structure Construction | 238299 - All Other Building Equipment Contractors | 237130 - Power and Communication Line and Related Structures Construction | 237990 - Other Heavy and Civil Engineering Construction | ,5123B - Construction of Warehouses and Industrial Buildings | 5136A - Construction for Mining and Manufacturing | 5114C - Excavating and Earthmoving Work | 5124B - Construction of Commercial Buildings | 5181A - Construction Equipment Rental  with Operator | 5113B - Rock Blasting Services | WR3590 - SERVICE AND TRADE EQUIPMENT  MISCELLANEOUS - RENTAL | X190A - Leasing of Other Buildings | 
97E049E362635173E0531B96D48E86D3,0AYKAH7XZVHF,,Full Circle Healing,Full Circle Healing,info@life-circle.ca,(613) 449-4169,,,Kingston,Ontario,422 Grandtrunk Avenue,,K7M8W8,Our company works with communities and entities in order to provide them with tools empathy and understanding surrounding aboriginal issues  We offer culturally significant solutions programs are based on culturally specific research that ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E362635173E0531B96D48E86D3,541990 - All Other Professional  Scientific and Technical Services,,R199B - Miscellaneous Business Services | U099C - Educational Services  N.E.S. | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | 
1608BD83DCA90F4698E072B63D2A0E09,2B1JU9UMJN5W,2023-08-17,FUSION MAINTENANCE GROUP LTD.,FUSION MAINTENANCE GROUP LTD.,ryan@fusiongroups.ca,3063816730,,,Dalmeny,Saskatchewan,416 HWY 105,,S0K1E0,Fusion Maintenance Group Ltd  was established in 2015 as a fully integrated service provider with in-house design engineering services as well as a 10000 square foot Steel fabrication shop Fusion is local to Saskatchewan and is a Majority ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=1608BD83DCA90F4698E072B63D2A0E09, - ,,
5B59A122273D6D4F8807AAAF3C81C94E,3AYKAHK7262T,,fusion safety services ltd,fusion safety services ltd,sfusion@telus.net,7802356500,,,Sturgeon County,Alberta,557 54418 rr251,,t8t0c7,Safety Training and Safety Consulting,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=5B59A122273D6D4F8807AAAF3C81C94E, - ,,
ECB6BB2A4FCDD244A17241D53E7AF9A7,3AYKAHCBCHJK,,G Mobile Unit-Dental Hygiene Inc.,G Mobile Unit-Dental Hygiene Inc.,gwen@gmobileunit.com,7807221875,,https://www.gmobileunit.com,Duffield,Alberta,52114 Range Road 32,,T0E 0N0,G Mobile Unit is a business model which provides mobile dental hygiene access to various communities in the Edmonton area  The harsh reality is poor oral health is often due to challenges in accessing regular dental care  G Mobile Unit offers ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=ECB6BB2A4FCDD244A17241D53E7AF9A7,621390 - Offices of All Other Health Practitioners,,G009A - Dental Services | 
2AC1898AE7F25D40A925E36430423791,2AYKAHEJ63KB,,G.D'S Asphalt Inc. - J.L. Priest Inc.,Asphalte G.D Inc./ G.D'S Asphalt Inc. - J.L. Priest Inc.,jylemoine@outlook.com,6133608935,6139319258,,Hemmingford,Quebec,525 avenue Champlain,,J0L1H0,We are an Indigenous Joint-Venture with over 25 years of experience in the construction of buildings and renovations A General Contractor for buildings with all trades as well as civil engineering activities elevated highways tunnels overpass ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=2AC1898AE7F25D40A925E36430423791, - ,236110 - Residential Building Construction | 236210 - Industrial Building and Structure Construction | 236220 - Commercial and Institutional Building Construction | 237310 - Highway  Street and Bridge Construction | 238110 - Poured Concrete Foundation and Structure Contractors | 238120 - Structural Steel and Precast Concrete Contractors | 238130 - Framing Contractors | 238150 - Glass and Glazing Contractors | 238160 - Roofing Contractors | 238170 - Siding Contractors | 238310 - Drywall and Insulation Contractors | 238320 - Painting and Wall Covering Contractors | 238340 - Tile and Terrazzo Contractors | 238350 - Finish Carpentry Contractors | 238390 - Other Building Finishing Contractors | 238910 - Site Preparation Contractors | 238990 - All Other Specialty Trade Contractors | ,5139C - General Heavy Construction | K113A - Snow Plowing and Removal | 5153A - Roofing  Siding and Sheet Metal Installation Services | 5162C - Plumbing Contractor Services | 5161B - Heating  Ventilation and Air Conditioning Maintenance & Inspection Services | 5173B - Painting Work | 5174A - Floor and Wall Tiling Work | 5153B - Roofing and Waterproofing | 5112B - Demolition Work | 5176B - Wood and Metal Joinery and Carpentry | K107A - Landscaping and Horticultural Services | 5131C - Highways  Roads  Railways   Airfield Runways | 5162A - Water Plumbing and Drain Laying Work | 5139B - Engineering Works  Not Elsewhere Specified | 5164A - Electrical Installations and Major Repairs | K114B - Septic Tank/Latrine Service | 5139A - Construction Services  Not Elsewhere Specified | 5129B - Construction of Other Buildings | 5169E - Doors and Windows Installation and Repair Services | E108A - Asbestos Removal Services | 5164C - Building Fire Protection Systems | 5177B - Interior Fitting Decoration Work | 
67EF043779B6444A8364CDA1B13E7314,FAYKAHK60412,,Gaasdigital Marketing,Gaasdigital Marketing,info@gaasdigital.com,2045726397,,https://gaasdigital.com,Dauphin,Manitoba,123-7th Ave S.W,,R7N1W7,Digital Marketing Company specializing  in Organic Search Marketing  Paid Advertising PPCeCommerce websites and local service businesses are welcome Building Brands and online search traffic with optimized website builds and SEO,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=67EF043779B6444A8364CDA1B13E7314, - ,,
